seq,kind,hw_valid,hw_timestamp,handler_receipt_qpc,encode_start_qpc,present_submitted_qpc,hw_to_receipt_us,receipt_to_encode_us,encode_to_present_us,receipt_to_present_us,hw_to_present_us
0,update,true,264388439419,264388443085,264388443903,264388512762,152.750,34.083,2869.125,2903.208,3055.958
1,update,true,264388592875,264388594346,264388594486,264389050838,61.292,5.833,19014.667,19020.500,19081.792
2,update,true,264389051887,264389054262,264389054358,264389130644,98.958,4.000,3178.583,3182.583,3281.542
3,update,true,264389157886,264389158603,264389158687,264389167691,29.875,3.500,375.167,378.667,408.542
4,update,true,264389384261,264389385127,264389385212,264389394702,36.083,3.542,395.417,398.958,435.042
5,update,true,264389572410,264389573258,264389573349,264389583854,35.333,3.792,437.708,441.500,476.833
6,update,true,264389788857,264389789450,264389789523,264389797625,24.708,3.042,337.583,340.625,365.333
7,update,true,264389952701,264389953339,264389953429,264389963628,26.583,3.750,424.958,428.708,455.292
8,update,true,264390174900,264390175605,264390175677,264390184939,29.375,3.000,385.917,388.917,418.292
9,update,true,264390357054,264390357527,264390357589,264390364883,19.708,2.583,303.917,306.500,326.208
10,update,true,264390552667,264390553356,264390553426,264390562330,28.708,2.917,371.000,373.917,402.625
11,update,true,264390714096,264390715238,264390715348,264390727504,47.583,4.583,506.500,511.083,558.667
12,update,true,264390853650,264390854304,264390854399,264390862818,27.250,3.958,350.792,354.750,382.000
13,update,true,264391056531,264391057548,264391057644,264391069272,42.375,4.000,484.500,488.500,530.875
14,update,true,264391238006,264391238719,264391238797,264391248474,29.708,3.250,403.208,406.458,436.167
15,update,true,264391430053,264391430612,264391430681,264391438597,23.292,2.875,329.833,332.708,356.000
16,update,true,264391621031,264391622143,264391622245,264391634315,46.333,4.250,502.917,507.167,553.500
17,update,true,264391818274,264391819354,264391819460,264391830894,45.000,4.417,476.417,480.833,525.833
18,update,true,264392008770,264392009452,264392009532,264392020927,28.417,3.333,474.792,478.125,506.542
19,update,true,264392193632,264392194510,264392194623,264392208570,36.583,4.708,581.125,585.833,622.417
20,update,true,264392387794,264392388367,264392388437,264392396503,23.875,2.917,336.083,339.000,362.875
21,update,true,264392593494,264392595175,264392595341,264392616124,70.042,6.917,865.958,872.875,942.917
22,update,true,264392775277,264392776325,264392776478,264392789301,43.667,6.375,534.292,540.667,584.333
23,update,true,264392962660,264392964468,264392964642,264392979793,75.333,7.250,631.292,638.542,713.875
24,update,true,264393153671,264393155935,264393156107,264393201683,94.333,7.167,1899.000,1906.167,2000.500
25,update,true,264393339661,264393341228,264393341400,264393358622,65.292,7.167,717.583,724.750,790.042
26,update,true,264393531456,264393532994,264393533134,264393548476,64.083,5.833,639.250,645.083,709.167
27,update,true,264393734600,264393736142,264393736307,264393752703,64.250,6.875,683.167,690.042,754.292
28,update,true,264393936428,264393938249,264393938404,264393955074,75.875,6.458,694.583,701.042,776.917
29,update,true,264394145387,264394146949,264394147117,264394164371,65.083,7.000,718.917,725.917,791.000
30,update,true,264394323430,264394324835,264394324980,264394343353,58.542,6.042,765.542,771.583,830.125
31,update,true,264394466705,264394467477,264394467569,264394479077,32.167,3.833,479.500,483.333,515.500
32,update,true,264394661807,264394662555,264394662659,264394672661,31.167,4.333,416.750,421.083,452.250
33,update,true,264394855191,264394856030,264394856120,264394866099,34.958,3.750,415.792,419.542,454.500
34,update,true,264395049026,264395049838,264395049920,264395058514,33.833,3.417,358.083,361.500,395.333
35,update,true,264395240449,264395242488,264395242616,264395253822,84.958,5.333,466.917,472.250,557.208
36,update,true,264395431911,264395433302,264395433426,264395447047,57.958,5.167,567.542,572.708,630.667
37,update,true,264395622800,264395623997,264395624129,264395637437,49.875,5.500,554.500,560.000,609.875
38,update,true,264395818343,264395819402,264395819509,264395829575,44.125,4.458,419.417,423.875,468.000
39,update,true,264401931607,264401935112,264401935440,264401963105,146.042,13.667,1152.708,1166.375,1312.417
40,update,true,264402095442,264402097177,264402097330,264402114241,72.292,6.375,704.625,711.000,783.292
41,update,true,264402361159,264402362465,264402362612,264402377653,54.417,6.125,626.708,632.833,687.250
42,update,true,264402472082,264402472906,264402473019,264402482179,34.333,4.708,381.667,386.375,420.708
43,update,true,264402659865,264402660745,264402660841,264402670782,36.667,4.000,414.208,418.208,454.875
44,update,true,264402859239,264402860164,264402860282,264402870554,38.542,4.917,428.000,432.917,471.458
45,update,true,264403046887,264403048306,264403048448,264403060447,59.125,5.917,499.958,505.875,565.000
46,update,true,264403235005,264403236370,264403236500,264403252593,56.875,5.417,670.542,675.958,732.833
47,update,true,264403422381,264403423883,264403424010,264403440707,62.583,5.292,695.708,701.000,763.583
48,update,true,264403612658,264403613957,264403614104,264403629470,54.125,6.125,640.250,646.375,700.500
49,update,true,264403802834,264403804323,264403804477,264403825306,62.042,6.417,867.875,874.292,936.333
50,update,true,264403996249,264403997855,264403998027,264404018280,66.917,7.167,843.875,851.042,917.958
51,update,true,264404195773,264404198405,264404198623,264404219054,109.667,9.083,851.292,860.375,970.042
52,update,true,264404391927,264404393571,264404393763,264404412513,68.500,8.000,781.250,789.250,857.750
53,update,true,264404599980,264404601882,264404602058,264404622392,79.250,7.333,847.250,854.583,933.833
54,update,true,264404746619,264404748053,264404748203,264404762652,59.750,6.250,602.042,608.292,668.042
55,update,true,264404945979,264404947814,264404947981,264404968440,76.458,6.958,852.458,859.417,935.875
56,update,true,264405146765,264405148544,264405148728,264405163522,74.125,7.667,616.417,624.083,698.208
57,update,true,264405332625,264405334011,264405334152,264405346957,57.750,5.875,533.542,539.417,597.167
58,update,true,264405533926,264405535516,264405535656,264405549710,66.250,5.833,585.583,591.417,657.667
59,update,true,264405737975,264405739430,264405739576,264405752757,60.625,6.083,549.208,555.292,615.917
60,update,true,264405923499,264405924563,264405924696,264405939392,44.333,5.542,612.333,617.875,662.208
61,update,true,264406068749,264406070604,264406070716,264406079451,77.292,4.667,363.958,368.625,445.917
62,update,true,264406262813,264406263685,264406263785,264406273053,36.333,4.167,386.167,390.333,426.667
63,update,true,264406461808,264406462612,264406462715,264406472611,33.500,4.292,412.333,416.625,450.125
64,update,true,264406651292,264406652009,264406652093,264406659376,29.875,3.500,303.458,306.958,336.833
65,update,true,264406848346,264406850208,264406850321,264406860551,77.583,4.708,426.250,430.958,508.542
66,update,true,264407035984,264407037260,264407037383,264407051406,53.167,5.125,584.292,589.417,642.583
67,update,true,264407224005,264407225593,264407225720,264407238824,66.167,5.292,546.000,551.292,617.458
68,update,true,264407411922,264407413097,264407413214,264407424212,48.958,4.875,458.250,463.125,512.083
69,update,true,264407602042,264407603295,264407603435,264407616029,52.208,5.833,524.750,530.583,582.792
70,update,true,264407798474,264407800015,264407800168,264407815634,64.208,6.375,644.417,650.792,715.000
71,update,true,264407991794,264407993153,264407993302,264408011073,56.625,6.208,740.458,746.667,803.292
72,update,true,264408173915,264408175242,264408175376,264408190106,55.292,5.583,613.750,619.333,674.625
73,update,true,264408369429,264408371019,264408371156,264408388902,66.250,5.708,739.417,745.125,811.375
74,update,true,264408552558,264408555958,264408556154,264408570145,141.667,8.167,582.958,591.125,732.792
75,update,true,264408741273,264408743083,264408743253,264408759662,75.417,7.083,683.708,690.792,766.208
76,update,true,264408927888,264408929098,264408929224,264408941853,50.417,5.250,526.208,531.458,581.875
77,update,true,264409127861,264409129463,264409129631,264409143168,66.750,7.000,564.042,571.042,637.792
78,update,true,264409322093,264409323455,264409323624,264409335885,56.750,7.042,510.875,517.917,574.667
79,update,true,264409537079,264409538806,264409538973,264409554162,71.958,6.958,632.875,639.833,711.792
80,update,true,264409722954,264409724559,264409724708,264409738413,66.875,6.208,571.042,577.250,644.125
81,update,true,264409919169,264409920261,264409920384,264409934685,45.500,5.125,595.875,601.000,646.500
82,update,true,264410061310,264410062087,264410062179,264410071598,32.375,3.833,392.458,396.292,428.667
83,update,true,264410259665,264410260528,264410260642,264410268971,35.958,4.750,347.042,351.792,387.750
84,update,true,264410451976,264410452719,264410452816,264410460603,30.958,4.042,324.458,328.500,359.458
85,update,true,264410645780,264410646578,264410646663,264410654844,33.250,3.542,340.875,344.417,377.667
86,update,true,264410837120,264410839678,264410839802,264410851247,106.583,5.167,476.875,482.042,588.625
87,update,true,264411027500,264411029141,264411029270,264411041032,68.375,5.375,490.083,495.458,563.833
88,update,true,264411213665,264411214781,264411214890,264411226031,46.500,4.542,464.208,468.750,515.250
89,update,true,264411408107,264411409498,264411409622,264411420594,57.958,5.167,457.167,462.333,520.292
90,update,true,264411598684,264411600005,264411600145,264411612445,55.042,5.833,512.500,518.333,573.375
91,update,true,264411792916,264411794047,264411794193,264411809063,47.125,6.083,619.583,625.667,672.792
92,update,true,264411992018,264411993508,264411993679,264412011147,62.083,7.125,727.833,734.958,797.042
93,update,true,264412188858,264412190283,264412190427,264412206563,59.375,6.000,672.333,678.333,737.708
94,update,true,264412368949,264412369748,264412369831,264412377796,33.292,3.458,331.875,335.333,368.625
95,update,true,264412577218,264412578946,264412579103,264412595352,72.000,6.542,677.042,683.583,755.583
96,update,true,264412728757,264412729826,264412729937,264412740335,44.542,4.625,433.250,437.875,482.417
97,update,true,264412923952,264412925002,264412925100,264412933944,43.750,4.083,368.500,372.583,416.333
98,update,true,264414451329,264414452263,264414452373,264414463017,38.917,4.583,443.500,448.083,487.000
99,update,true,264414641387,264414642197,264414642292,264414650342,33.750,3.958,335.417,339.375,373.125
100,update,true,264414827488,264414828241,264414828327,264414835493,31.375,3.583,298.583,302.167,333.542
101,update,true,264415017910,264415018622,264415018710,264415026455,29.667,3.667,322.708,326.375,356.042
102,update,true,264415204587,264415205309,264415205387,264415212399,30.083,3.250,292.167,295.417,325.500
103,update,true,264415395700,264415396398,264415396479,264415403980,29.083,3.375,312.542,315.917,345.000
104,update,true,264415586303,264415587040,264415587120,264415594504,30.708,3.333,307.667,311.000,341.708
105,update,true,264415776268,264415776889,264415776968,264415784334,25.875,3.292,306.917,310.208,336.083
106,update,true,264415968700,264415969287,264415969368,264415977021,24.458,3.375,318.875,322.250,346.708
107,update,true,264416153887,264416154872,264416154969,264416163072,41.042,4.042,337.625,341.667,382.708
108,update,true,264416353441,264416354330,264416354417,264416365380,37.042,3.625,456.792,460.417,497.458
109,update,true,264416543548,264416545097,264416545264,264416561835,64.542,6.958,690.458,697.417,761.958
110,update,true,264416736248,264416737725,264416737882,264416753475,61.542,6.542,649.708,656.250,717.792
111,update,true,264416938775,264416940446,264416940604,264416956781,69.625,6.583,674.042,680.625,750.250
112,update,true,264417160271,264417161057,264417161169,264417172598,32.750,4.667,476.208,480.875,513.625
113,update,true,264417344936,264417346007,264417346102,264417358858,44.625,3.958,531.500,535.458,580.083
114,update,true,264417539013,264417540767,264417540942,264417559044,73.083,7.292,754.250,761.542,834.625
115,update,true,264417668168,264417668906,264417668987,264417679424,30.750,3.375,434.875,438.250,469.000
116,update,true,264417864037,264417864890,264417864985,264417874968,35.542,3.958,415.958,419.917,455.458
117,update,true,264418052756,264418053481,264418053563,264418064574,30.208,3.417,458.792,462.208,492.417
118,update,true,264418253394,264418254472,264418254788,264418265127,44.917,13.167,430.792,443.958,488.875
119,update,true,264418443317,264418444170,264418444267,264418453543,35.542,4.042,386.500,390.542,426.083
120,update,true,264418635133,264418636332,264418636454,264418651422,49.958,5.083,623.667,628.750,678.708
121,update,true,264418822141,264418823467,264418823606,264418836292,55.250,5.792,528.583,534.375,589.625
122,update,true,264419013027,264419014243,264419014356,264419026818,50.667,4.708,519.250,523.958,574.625
123,update,true,264419204120,264419205244,264419205366,264419221014,46.833,5.083,652.000,657.083,703.917
124,update,true,264419394507,264419395814,264419395955,264419410320,54.458,5.875,598.542,604.417,658.875
125,update,true,264419591354,264419592469,264419592621,264419607470,46.458,6.333,618.708,625.042,671.500
126,update,true,264419790367,264419791806,264419791958,264419808139,59.958,6.333,674.208,680.542,740.500
127,update,true,264419972980,264419974399,264419974540,264419990786,59.125,5.875,676.917,682.792,741.917
128,update,true,264420159367,264420160079,264420160158,264420168604,29.667,3.292,351.917,355.208,384.875
129,update,true,264420357288,264420358210,264420358306,264420368580,38.417,4.000,428.083,432.083,470.500
130,update,true,264420553640,264420554772,264420554871,264420566673,47.167,4.125,491.750,495.875,543.042
131,update,true,264420743775,264420745603,264420745779,264420762259,76.167,7.333,686.667,694.000,770.167
132,update,true,264420944495,264420945499,264420945625,264420956233,41.833,5.250,442.000,447.250,489.083
133,update,true,264421158670,264421159393,264421159477,264421169520,30.125,3.500,418.458,421.958,452.083
134,update,true,264421351103,264421351786,264421351852,264421361166,28.458,2.750,388.083,390.833,419.292
135,update,true,264421559448,264421560177,264421560239,264421568740,30.375,2.583,354.208,356.792,387.167
136,update,true,264421667000,264421667659,264421667719,264421675692,27.458,2.500,332.208,334.708,362.167
137,update,true,264421861903,264421862549,264421862628,264421872223,26.917,3.292,399.792,403.083,430.000
138,update,true,264422057181,264422057963,264422058048,264422067891,32.583,3.542,410.125,413.667,446.250
139,update,true,264422249113,264422249813,264422249890,264422258941,29.167,3.208,377.125,380.333,409.500
140,update,true,264422435419,264422437072,264422437184,264422448446,68.875,4.667,469.250,473.917,542.792
141,update,true,264422626676,264422627224,264422627290,264422637001,22.833,2.750,404.625,407.375,430.208
142,update,true,264422826082,264422827211,264422827278,264422834954,47.042,2.792,319.833,322.625,369.667
143,update,true,264422997478,264422998363,264422998453,264423008469,36.875,3.750,417.333,421.083,457.958
144,update,true,264423192212,264423193028,264423193132,264423205499,34.000,4.333,515.292,519.625,553.625
145,update,true,264423387946,264423388929,264423389043,264423400431,40.958,4.750,474.500,479.250,520.208
146,update,true,264423583907,264423584894,264423584996,264423594781,41.125,4.250,407.708,411.958,453.083
147,update,true,264423763693,264423765002,264423765125,264423775621,54.542,5.125,437.333,442.458,497.000
148,down,true,264425510919,264425513184,264425513270,264425526144,94.375,3.583,536.417,540.000,634.375
149,update,true,264429530851,264429534041,264429534289,264429562136,132.917,10.333,1160.292,1170.625,1303.542
150,update,true,264429787037,264429789612,264429789852,264429811437,107.292,10.000,899.375,909.375,1016.667
151,update,true,264429927649,264429928736,264429928859,264429939534,45.292,5.125,444.792,449.917,495.208
152,update,true,264430177066,264430178255,264430178378,264430195002,49.542,5.125,692.667,697.792,747.333
153,update,true,264430379914,264430382146,264430382280,264430398893,93.000,5.583,692.208,697.792,790.792
154,update,true,264430552534,264430553853,264430553961,264430568108,54.958,4.500,589.458,593.958,648.917
155,update,true,264430750473,264430751843,264430751965,264430766879,57.083,5.083,621.417,626.500,683.583
156,update,true,264430955701,264430956916,264430957029,264430970403,50.625,4.708,557.250,561.958,612.583
157,update,true,264431142581,264431143604,264431143703,264431155985,42.625,4.125,511.750,515.875,558.500
158,update,true,264431353984,264431354828,264431354920,264431366914,35.167,3.833,499.750,503.583,538.750
159,update,true,264431394563,264431395300,264431395395,264431405746,30.708,3.958,431.292,435.250,465.958
160,update,true,264431595599,264431596365,264431596467,264431610464,31.917,4.250,583.208,587.458,619.375
161,update,true,264431796620,264431797670,264431797771,264431811897,43.750,4.208,588.583,592.792,636.542
162,update,true,264432000652,264432002217,264432002308,264432014427,65.208,3.792,504.958,508.750,573.958
163,update,true,264432197964,264432198645,264432198727,264432209823,28.375,3.417,462.333,465.750,494.125
164,update,true,264432395301,264432396038,264432396129,264432409621,30.708,3.792,562.167,565.958,596.667
165,update,true,264432599708,264432600486,264432600585,264432611712,32.417,4.125,463.625,467.750,500.167
166,update,true,264432793361,264432794770,264432794868,264432806492,58.708,4.083,484.333,488.417,547.125
167,update,true,264432999942,264433000737,264433000838,264433012920,33.125,4.208,503.417,507.625,540.750
168,update,true,264433193068,264433194332,264433194419,264433204517,52.667,3.625,420.750,424.375,477.042
169,update,true,264433325690,264433326297,264433326374,264433332685,25.292,3.208,262.958,266.167,291.458
170,update,true,264433546246,264433546891,264433546974,264433557025,26.875,3.458,418.792,422.250,449.125
171,update,true,264433750619,264433751391,264433751485,264433762473,32.167,3.917,457.833,461.750,493.917
172,update,true,264433939804,264433941898,264433942103,264433961678,87.250,8.542,815.625,824.167,911.417
173,update,true,264434133730,264434135718,264434135905,264434157058,82.833,7.792,881.375,889.167,972.000
174,update,true,264434330408,264434332413,264434332582,264434351698,83.542,7.042,796.500,803.542,887.083
175,update,true,264434530809,264434532817,264434533015,264434552041,83.667,8.250,792.750,801.000,884.667
176,update,true,264434730465,264434732526,264434732707,264434752095,85.875,7.542,807.833,815.375,901.250
177,update,true,264434922720,264434923893,264434924016,264434938659,48.875,5.125,610.125,615.250,664.125
178,update,true,264435121679,264435123021,264435123148,264435137544,55.917,5.292,599.833,605.125,661.042
179,update,true,264435193766,264435195071,264435195184,264435206860,54.375,4.708,486.500,491.208,545.583
180,update,true,264435398270,264435399298,264435399452,264435414774,42.833,6.417,638.417,644.833,687.667
181,update,true,264435599005,264435602276,264435602416,264435617345,136.292,5.833,622.042,627.875,764.167
182,update,true,264435799320,264435800379,264435801356,264435816774,44.125,40.708,642.417,683.125,727.250
183,update,true,264436008412,264436009700,264436009831,264436025338,53.667,5.458,646.125,651.583,705.250
184,update,true,264436197281,264436198136,264436198248,264436210587,35.625,4.667,514.125,518.792,554.417
185,update,true,264436398749,264436400011,264436400139,264436417407,52.583,5.333,719.500,724.833,777.417
186,update,true,264436607041,264436608829,264436608962,264436623979,74.500,5.542,625.708,631.250,705.750
187,update,true,264436802037,264436803536,264436803707,264436824183,62.458,7.125,853.167,860.292,922.750
188,update,true,264437007694,264437009704,264437009845,264437025379,83.750,5.875,647.250,653.125,736.875
189,update,true,264437117919,264437118755,264437118874,264437129906,34.833,4.958,459.667,464.625,499.458
190,update,true,264437313800,264437314635,264437314733,264437325926,34.792,4.083,466.375,470.458,505.250
191,update,true,264437513190,264437514197,264437514314,264437527940,41.958,4.875,567.750,572.625,614.583
192,update,true,264437714390,264437715163,264437715254,264437727562,32.208,3.792,512.833,516.625,548.833
193,update,true,264437917402,264437918413,264437918596,264437932652,42.125,7.625,585.667,593.292,635.417
194,update,true,264438117500,264438118278,264438118368,264438130201,32.417,3.750,493.042,496.792,529.208
195,update,true,264438353615,264438354641,264438354766,264438367612,42.750,5.208,535.250,540.458,583.208
196,update,true,264438546626,264438547655,264438547748,264438561967,42.875,3.875,592.458,596.333,639.208
197,update,true,264438760210,264438761327,264438761451,264438774718,46.542,5.167,552.792,557.958,604.500
198,update,true,264438939380,264438940505,264438940617,264438958028,46.875,4.667,725.458,730.125,777.000
199,update,true,264438995576,264438996422,264438996511,264439007769,35.250,3.708,469.083,472.792,508.042
200,update,true,264439206973,264439208060,264439208187,264439219578,45.292,5.292,474.625,479.917,525.208
201,update,true,264439404725,264439405713,264439405821,264439416398,41.167,4.500,440.708,445.208,486.375
202,update,true,264439603064,264439603969,264439604082,264439613341,37.708,4.708,385.792,390.500,428.208
203,update,true,264439798161,264439799112,264439799217,264439808830,39.625,4.375,400.542,404.917,444.542
204,update,true,264440008459,264440009338,264440009454,264440022581,36.625,4.833,546.958,551.792,588.417
205,update,true,264440200853,264440201767,264440201864,264440215387,38.083,4.042,563.458,567.500,605.583
206,update,true,264440396732,264440397368,264440397474,264440407964,26.500,4.417,437.083,441.500,468.000
207,update,true,264440597248,264440599292,264440599397,264440609358,85.167,4.375,415.042,419.417,504.583
208,update,true,264440806271,264440807242,264440807367,264440820822,40.458,5.208,560.625,565.833,606.292
209,update,true,264440943091,264440943622,264440943696,264440953224,22.125,3.083,397.000,400.083,422.208
210,update,true,264441146117,264441146729,264441146813,264441156921,25.500,3.500,421.167,424.667,450.167
211,update,true,264441350045,264441350769,264441350864,264441361059,30.167,3.958,424.792,428.750,458.917
212,update,true,264441553683,264441554613,264441554722,264441566382,38.750,4.542,485.833,490.375,529.125
213,update,true,264441757650,264441758551,264441758646,264441769108,37.542,3.958,435.917,439.875,477.417
214,update,true,264441956920,264441957869,264441957952,264441968920,39.542,3.458,457.000,460.458,500.000
215,update,true,264442133615,264442134982,264442135114,264442149193,56.958,5.500,586.625,592.125,649.083
216,update,true,264442362798,264442364047,264442364157,264442379445,52.042,4.583,637.000,641.583,693.625
217,update,true,264442548364,264442549424,264442549535,264442562069,44.167,4.625,522.250,526.875,571.042
218,update,true,264442733802,264442735307,264442735432,264442750979,62.708,5.208,647.792,653.000,715.708
219,update,true,264442795023,264442796716,264442796811,264442809622,70.542,3.958,533.792,537.750,608.292
220,update,true,264442995789,264442996686,264442996795,264443010860,37.375,4.542,586.042,590.583,627.958
221,update,true,264443196751,264443197853,264443197974,264443214588,45.917,5.042,692.250,697.292,743.208
222,update,true,264443403263,264443404106,264443404222,264443415725,35.125,4.833,479.292,484.125,519.250
223,update,true,264443597342,264443597947,264443598037,264443607312,25.208,3.750,386.458,390.208,415.417
224,update,true,264443802299,264443803168,264443803289,264443815035,36.208,5.042,489.417,494.458,530.667
225,update,true,264444003614,264444005850,264444005974,264444019569,93.167,5.167,566.458,571.625,664.792
226,update,true,264444197868,264444198867,264444198974,264444213808,41.625,4.458,618.083,622.542,664.167
227,update,true,264444401649,264444404114,264444404893,264444418219,102.708,32.458,555.250,587.708,690.417
228,update,true,264444598113,264444599052,264444599171,264444613764,39.125,4.958,608.042,613.000,652.125
229,update,true,264444714381,264444715106,264444715209,264444722508,30.208,4.292,304.125,308.417,338.625
230,update,true,264444914322,264444915008,264444915097,264444925680,28.583,3.708,440.958,444.667,473.250
231,update,true,264445113423,264445114191,264445114282,264445125950,32.000,3.792,486.167,489.958,521.958
232,update,true,264445358151,264445359014,264445359126,264445370270,35.958,4.667,464.333,469.000,504.958
233,update,true,264445523897,264445524972,264445525102,264445539749,44.792,5.417,610.292,615.708,660.500
234,update,true,264445724159,264445725336,264445725460,264445739644,49.042,5.167,591.000,596.167,645.208
235,update,true,264445949030,264445950124,264445950269,264445964355,45.583,6.042,586.917,592.958,638.542
236,update,true,264446155668,264446156734,264446156863,264446170038,44.417,5.375,548.958,554.333,598.750
237,update,true,264446342880,264446343790,264446343876,264446355444,37.917,3.583,482.000,485.583,523.500
238,update,true,264446558438,264446559444,264446559551,264446573324,41.917,4.458,573.875,578.333,620.250
239,update,true,264446744223,264446744996,264446745084,264446755906,32.208,3.667,450.917,454.583,486.792
240,update,true,264446795309,264446795983,264446796064,264446809851,28.083,3.375,574.458,577.833,605.917
241,update,true,264447003638,264447004668,264447004791,264447020064,42.917,5.125,636.375,641.500,684.417
242,update,true,264447196762,264447197600,264447197693,264447213311,34.917,3.875,650.750,654.625,689.542
243,update,true,264447399094,264447399974,264447400070,264447414933,36.667,4.000,619.292,623.292,659.958
244,update,true,264447601447,264447602127,264447602222,264447615491,28.333,3.958,552.875,556.833,585.167
245,update,true,264447797889,264447798634,264447798722,264447809604,31.042,3.667,453.417,457.083,488.125
246,update,true,264447991500,264447992647,264447992733,264448002908,47.792,3.583,423.958,427.542,475.333
247,update,true,264448199862,264448200749,264448200839,264448212960,36.958,3.750,505.042,508.792,545.750
248,update,true,264448394633,264448395251,264448395349,264448405969,25.750,4.083,442.500,446.583,472.333
249,update,true,264448601681,264448602751,264448602885,264448619086,44.583,5.583,675.042,680.625,725.208
250,update,true,264448751297,264448751899,264448751987,264448761982,25.083,3.667,416.458,420.125,445.208
251,update,true,264448939516,264448940181,264448940281,264448951823,27.708,4.167,480.917,485.083,512.792
252,update,true,264449168190,264449168909,264449169019,264449181243,29.958,4.583,509.333,513.917,543.875
253,update,true,264449336237,264449337132,264449337243,264449348785,37.292,4.625,480.917,485.542,522.833
254,update,true,264449531970,264449532714,264449532808,264449544475,31.000,3.917,486.125,490.042,521.042
255,update,true,264449737933,264449738636,264449738729,264449748759,29.292,3.875,417.917,421.792,451.083
256,update,true,264449942044,264449942908,264449943012,264449955209,36.000,4.333,508.208,512.542,548.542
257,update,true,264450155421,264450156182,264450156288,264450167753,31.708,4.417,477.708,482.125,513.833
258,update,true,264450344227,264450344971,264450345072,264450356821,31.000,4.208,489.542,493.750,524.750
259,update,true,264450541500,264450542492,264450542611,264450557601,41.333,4.958,624.583,629.542,670.875
260,update,true,264450592083,264450592848,264450592936,264450607304,31.875,3.667,598.667,602.333,634.208
261,update,true,264450796248,264450797317,264450797401,264450808520,44.542,3.500,463.292,466.792,511.333
262,update,true,264451000435,264451001228,264451001350,264451014756,33.042,5.083,558.583,563.667,596.708
263,update,true,264451200390,264451201200,264451201299,264451212422,33.750,4.125,463.458,467.583,501.333
264,update,true,264451400091,264451400803,264451400896,264451413672,29.667,3.875,532.333,536.208,565.875
265,update,true,264451593719,264451594326,264451594419,264451604989,25.292,3.875,440.417,444.292,469.583
266,update,true,264451796324,264451797767,264451797868,264451810561,60.125,4.208,528.875,533.083,593.208
267,update,true,264451999801,264452000617,264452000729,264452013220,34.000,4.667,520.458,525.125,559.125
268,update,true,264452203486,264452204215,264452204305,264452215840,30.375,3.750,480.625,484.375,514.750
269,update,true,264452402554,264452403231,264452403324,264452415544,28.208,3.875,509.167,513.042,541.250
270,update,true,264452594803,264452596541,264452596665,264452609838,72.417,5.167,548.875,554.042,626.458
271,update,true,264452736625,264452737523,264452737628,264452759932,37.417,4.375,929.333,933.708,971.125
272,update,true,264452942440,264452943584,264452943759,264452955540,47.667,7.292,490.875,498.167,545.833
273,update,true,264453144235,264453145765,264453145910,264453159485,63.750,6.042,565.625,571.667,635.417
274,update,true,264453353001,264453354553,264453354696,264453370123,64.667,5.958,642.792,648.750,713.417
275,update,true,264453533155,264453534495,264453534632,264453551925,55.833,5.708,720.542,726.250,782.083
276,update,true,264453727949,264453729059,264453729183,264453743102,46.250,5.167,579.958,585.125,631.375
277,update,true,264453964341,264453965571,264453965704,264453978259,51.250,5.542,523.125,528.667,579.917
278,update,true,264454156218,264454157339,264454157458,264454168908,46.708,4.958,477.083,482.042,528.750
279,update,true,264454337020,264454337923,264454338040,264454348000,37.625,4.875,415.000,419.875,457.500
280,update,true,264454399434,264454400302,264454400421,264454410552,36.167,4.958,422.125,427.083,463.250
281,update,true,264454596899,264454597608,264454597707,264454606285,29.542,4.125,357.417,361.542,391.083
282,update,true,264454802748,264454803783,264454803890,264454815771,43.125,4.458,495.042,499.500,542.625
283,update,true,264455001040,264455001806,264455001896,264455009948,31.917,3.750,335.500,339.250,371.167
284,update,true,264455200175,264455200873,264455200969,264455209352,29.083,4.000,349.292,353.292,382.375
285,update,true,264455397995,264455399129,264455399223,264455408803,47.250,3.917,399.167,403.083,450.333
286,update,true,264455597956,264455598745,264455598827,264455607120,32.875,3.417,345.542,348.958,381.833
287,update,true,264455801111,264455801952,264455802059,264455810562,35.042,4.458,354.292,358.750,393.792
288,update,true,264455996624,264455997472,264455997567,264456005597,35.333,3.958,334.583,338.542,373.875
289,update,true,264456203981,264456205038,264456205140,264456215644,44.042,4.250,437.667,441.917,485.958
290,update,true,264456340119,264456340682,264456340753,264456348084,23.458,2.958,305.458,308.417,331.875
291,update,true,264456539240,264456539890,264456539984,264456547756,27.083,3.917,323.833,327.750,354.833
292,update,true,264456739967,264456740496,264456740588,264456746746,22.042,3.833,256.583,260.417,282.458
293,update,true,264456948470,264456949244,264456949342,264456958370,32.250,4.083,376.167,380.250,412.500
294,update,true,264457152304,264457153776,264457153944,264457166955,61.333,7.000,542.125,549.125,610.458
295,update,true,264457355606,264457356586,264457356682,264457366929,40.833,4.000,426.958,430.958,471.792
296,update,true,264457545660,264457546546,264457546655,264457556212,36.917,4.542,398.208,402.750,439.667
297,update,true,264457744165,264457745320,264457745421,264457756757,48.125,4.208,472.333,476.542,524.667
298,update,true,264457946463,264457947442,264457947542,264457956779,40.792,4.167,384.875,389.042,429.833
299,update,true,264458134232,264458134949,264458135037,264458142679,29.875,3.667,318.417,322.083,351.958
300,update,true,264458349360,264458350315,264458350405,264458359741,39.792,3.750,389.000,392.750,432.542
