seq,kind,hw_valid,hw_timestamp,handler_receipt_qpc,encode_start_qpc,present_submitted_qpc,hw_to_receipt_us,receipt_to_encode_us,encode_to_present_us,receipt_to_present_us,hw_to_present_us
1585,update,true,264740940056,264740940901,264740941033,264740949917,35.208,5.500,370.167,375.667,410.875
1586,update,true,264741128528,264741129661,264741129806,264741138578,47.208,6.042,365.500,371.542,418.750
1587,update,true,264741328728,264741330535,264741330703,264741344790,75.292,7.000,586.958,593.958,669.250
1588,update,true,264741519667,264741521009,264741521235,264741535528,55.917,9.417,595.542,604.958,660.875
1589,update,true,264741717299,264741719334,264741719518,264741732976,84.792,7.667,560.750,568.417,653.208
1590,update,true,264741900309,264741901487,264741901627,264741917123,49.083,5.833,645.667,651.500,700.583
1591,update,true,264742100632,264742101862,264742102053,264742118005,51.250,7.958,664.667,672.625,723.875
1592,update,true,264742286202,264742286737,264742286844,264742296543,22.292,4.458,404.125,408.583,430.875
1593,update,true,264742467227,264742467958,264742468061,264742475109,30.458,4.292,293.667,297.958,328.417
1594,update,true,264742847158,264742848279,264742848449,264742861031,46.708,7.083,524.250,531.333,578.042
1595,update,true,264742873450,264742873900,264742873979,264742879893,18.750,3.292,246.417,249.708,268.458
1596,update,true,264743049122,264743049651,264743049747,264743057662,22.042,4.000,329.792,333.792,355.833
1597,update,true,264743259320,264743259773,264743259846,264743267021,18.875,3.042,298.958,302.000,320.875
1598,update,true,264743449238,264743449730,264743449805,264743457044,20.500,3.125,301.625,304.750,325.250
1599,update,true,264743657695,264743658232,264743658311,264743665870,22.375,3.292,314.958,318.250,340.625
1600,update,true,264743842910,264743843455,264743843529,264743848757,22.708,3.083,217.833,220.917,243.625
1601,update,true,264744034999,264744035458,264744035526,264744044031,19.125,2.833,354.375,357.208,376.333
1602,update,true,264744206221,264744207128,264744207243,264744216895,37.792,4.792,402.167,406.958,444.750
1603,update,true,264744354695,264744355202,264744355284,264744362544,21.125,3.417,302.500,305.917,327.042
1604,update,true,264744547883,264744548638,264744548751,264744558144,31.458,4.708,391.375,396.083,427.542
1605,update,true,264744738871,264744739400,264744739481,264744747303,22.042,3.375,325.917,329.292,351.333
1606,update,true,264744930686,264744931624,264744931746,264744943012,39.083,5.083,469.417,474.500,513.583
1607,update,true,264745124838,264745125929,264745126071,264745139620,45.458,5.917,564.542,570.458,615.917
1608,update,true,264745315567,264745316852,264745317008,264745330063,53.542,6.500,543.958,550.458,604.000
1609,update,true,264745504008,264745504978,264745505115,264745518904,40.417,5.708,574.542,580.250,620.667
1610,update,true,264745694803,264745695733,264745695877,264745710892,38.750,6.000,625.625,631.625,670.375
1611,update,true,264745886330,264745887551,264745887729,264745903281,50.875,7.417,648.000,655.417,706.292
1612,update,true,264746087492,264746088414,264746088581,264746103794,38.417,6.958,633.875,640.833,679.250
1613,update,true,264746274590,264746275754,264746275938,264746288801,48.500,7.667,535.958,543.625,592.125
1614,update,true,264746463424,264746464860,264746465079,264746479508,59.833,9.125,601.208,610.333,670.167
1615,update,true,264746652013,264746653860,264746654059,264746670216,76.958,8.292,673.208,681.500,758.458
1616,update,true,264746827195,264746828306,264746828440,264746838047,46.292,5.583,400.292,405.875,452.167
1617,update,true,264747019749,264747020543,264747020665,264747028696,33.083,5.083,334.625,339.708,372.792
1618,update,true,264747222899,264747223671,264747223787,264747231676,32.167,4.833,328.708,333.542,365.708
1619,update,true,264747419176,264747420062,264747420190,264747428159,36.917,5.333,332.042,337.375,374.292
1620,update,true,264747624253,264747625356,264747625492,264747634202,45.958,5.667,362.917,368.583,414.542
1621,update,true,264747815653,264747816840,264747816983,264747826704,49.458,5.958,405.042,411.000,460.458
1622,update,true,264747970082,264747971066,264747971185,264747980273,41.000,4.958,378.667,383.625,424.625
1623,update,true,264748161371,264748162445,264748162588,264748171913,44.750,5.958,388.542,394.500,439.250
1624,update,true,264748353638,264748354870,264748355026,264748366636,51.333,6.500,483.750,490.250,541.583
1625,update,true,264748539472,264748540268,264748540390,264748548477,33.167,5.083,336.958,342.042,375.208
1626,update,true,264748728554,264748729317,264748729420,264748737009,31.792,4.292,316.208,320.500,352.292
1627,update,true,264748916838,264748917626,264748917732,264748924662,32.833,4.417,288.750,293.167,326.000
1628,update,true,264749110987,264749111980,264749112112,264749122084,41.375,5.500,415.500,421.000,462.375
1629,update,true,264749306772,264749307844,264749307992,264749318603,44.667,6.167,442.125,448.292,492.958
1630,update,true,264749495523,264749498057,264749498244,264749511305,105.583,7.792,544.208,552.000,657.583
1631,update,true,264749682738,264749683644,264749683762,264749695274,37.750,4.917,479.667,484.583,522.333
1632,update,true,264749872240,264749872863,264749872949,264749882695,25.958,3.583,406.083,409.667,435.625
1633,update,true,264750078156,264750078774,264750078860,264750086404,25.750,3.583,314.333,317.917,343.667
1634,update,true,264750265999,264750266553,264750266638,264750275726,23.083,3.542,378.667,382.208,405.292
1635,update,true,264750449091,264750449747,264750449843,264750456949,27.333,4.000,296.083,300.083,327.417
1636,update,true,264750646690,264750647383,264750647469,264750654689,28.875,3.583,300.833,304.417,333.292
1637,update,true,264750841798,264750842431,264750842518,264750849259,26.375,3.625,280.875,284.500,310.875
1638,update,true,264751060082,264751060637,264751060718,264751066753,23.125,3.375,251.458,254.833,277.958
1639,update,true,264751262198,264751262751,264751262840,264751268823,23.042,3.708,249.292,253.000,276.042
1640,update,true,264751454247,264751454988,264751455078,264751462989,30.875,3.750,329.625,333.375,364.250
1641,update,true,264751642938,264751643506,264751643596,264751651718,23.667,3.750,338.417,342.167,365.833
1642,update,true,264751841154,264751841820,264751841906,264751849048,27.750,3.583,297.583,301.167,328.917
1643,update,true,264751961845,264751962412,264751962503,264751969239,23.625,3.792,280.667,284.458,308.083
1644,update,true,264752158417,264752159051,264752159154,264752165935,26.417,4.292,282.542,286.833,313.250
1645,update,true,264752349356,264752349920,264752350004,264752356644,23.500,3.500,276.667,280.167,303.667
1646,update,true,264752542948,264752543547,264752543635,264752550524,24.958,3.667,287.042,290.708,315.667
1647,update,true,264752735634,264752736140,264752736224,264752742035,21.083,3.500,242.125,245.625,266.708
1648,update,true,264752926537,264752927185,264752927286,264752933704,27.000,4.208,267.417,271.625,298.625
1649,update,true,264753115540,264753116005,264753116079,264753124221,19.375,3.083,339.250,342.333,361.708
1650,update,true,264753301754,264753302325,264753302418,264753309195,23.792,3.875,282.375,286.250,310.042
1651,update,true,264753490929,264753491439,264753491541,264753499917,21.250,4.250,349.000,353.250,374.500
1652,update,true,264753687609,264753688360,264753688492,264753699562,31.292,5.500,461.250,466.750,498.042
1653,update,true,264753885623,264753886348,264753886466,264753898590,30.208,4.917,505.167,510.083,540.292
1654,update,true,264754064913,264754065551,264754065650,264754074800,26.583,4.125,381.250,385.375,411.958
1655,update,true,264754258326,264754259090,264754259193,264754267568,31.833,4.292,348.958,353.250,385.083
1656,update,true,264754448201,264754448929,264754449024,264754457697,30.333,3.958,361.375,365.333,395.667
1657,update,true,264754644897,264754645704,264754645814,264754654696,33.625,4.583,370.083,374.667,408.292
1658,update,true,264754853383,264754854221,264754854314,264754862877,34.917,3.875,356.792,360.667,395.583
1659,update,true,264755047222,264755048049,264755048156,264755056885,34.458,4.458,363.708,368.167,402.625
1660,update,true,264755237947,264755238711,264755238805,264755246618,31.833,3.917,325.542,329.458,361.292
1661,update,true,264755438444,264755439192,264755439286,264755446670,31.167,3.917,307.667,311.583,342.750
1662,update,true,264755642489,264755642981,264755643072,264755650209,20.500,3.792,297.375,301.167,321.667
1663,update,true,264755764464,264755765004,264755765092,264755771290,22.500,3.667,258.250,261.917,284.417
1664,update,true,264755952840,264755953343,264755953420,264755959228,20.958,3.208,242.000,245.208,266.167
1665,update,true,264756152048,264756152796,264756152897,264756163860,31.167,4.208,456.792,461.000,492.167
1666,update,true,264756348150,264756348938,264756349064,264756359075,32.833,5.250,417.125,422.375,455.208
1667,update,true,264756546158,264756547178,264756547294,264756558732,42.500,4.833,476.583,481.417,523.917
1668,update,true,264756733918,264756735140,264756735319,264756750017,50.917,7.458,612.417,619.875,670.792
1669,update,true,264756920964,264756922447,264756922932,264756936735,61.792,20.208,575.125,595.333,657.125
1670,update,true,264757107752,264757109267,264757109413,264757122616,63.125,6.083,550.125,556.208,619.333
1671,update,true,264757302240,264757303525,264757303675,264757316262,53.542,6.250,524.458,530.708,584.250
1672,update,true,264757490520,264757491591,264757491743,264757503938,44.625,6.333,508.125,514.458,559.083
1673,update,true,264757684070,264757686583,264757686764,264757705413,104.708,7.542,777.042,784.583,889.292
1674,update,true,264757872151,264757873023,264757873150,264757882951,36.333,5.292,408.375,413.667,450.000
1675,update,true,264758060168,264758061813,264758062000,264758075960,68.542,7.792,581.667,589.458,658.000
1676,update,true,264758249838,264758251948,264758252161,264758268961,87.917,8.875,700.000,708.875,796.792
1677,update,true,264758440047,264758441853,264758442041,264758481454,75.250,7.833,1642.208,1650.042,1725.292
1678,update,true,264758666985,264758668676,264758668933,264758685754,70.458,10.708,700.875,711.583,782.042
1679,update,true,264758844924,264758846059,264758846239,264758862812,47.292,7.500,690.542,698.042,745.333
1680,update,true,264759040845,264759042548,264759042730,264759060474,70.958,7.583,739.333,746.917,817.875
1681,update,true,264759243441,264759245067,264759245243,264759262273,67.750,7.333,709.583,716.917,784.667
1682,update,true,264759442893,264759444602,264759444843,264759461342,71.208,10.042,687.458,697.500,768.708
1683,update,true,264759612448,264759615451,264759615588,264759631826,125.125,5.708,676.583,682.292,807.417
1684,update,true,264759759789,264759760543,264759760639,264759768045,31.417,4.000,308.583,312.583,344.000
1685,update,true,264759944257,264759944843,264759944918,264759951184,24.417,3.125,261.083,264.208,288.625
1686,update,true,264760132993,264760133686,264760133777,264760142370,28.875,3.792,358.042,361.833,390.708
1687,update,true,264760321917,264760322536,264760322619,264760328847,25.792,3.458,259.500,262.958,288.750
1688,update,true,264760511331,264760511970,264760512068,264760518816,26.625,4.083,281.167,285.250,311.875
1689,update,true,264760700976,264760701751,264760701894,264760708771,32.292,5.958,286.542,292.500,324.792
1690,update,true,264760897218,264760898049,264760898178,264760906101,34.625,5.375,330.125,335.500,370.125
1691,update,true,264761085526,264761086266,264761086372,264761094312,30.833,4.417,330.833,335.250,366.083
1692,update,true,264761281912,264761282694,264761282808,264761291462,32.583,4.750,360.583,365.333,397.917
1693,update,true,264761466190,264761466937,264761467055,264761474447,31.125,4.917,308.000,312.917,344.042
1694,update,true,264761662662,264761663806,264761663947,264761673122,47.667,5.875,382.292,388.167,435.833
1695,update,true,264761858339,264761859593,264761859766,264761871353,52.250,7.208,482.792,490.000,542.250
1696,update,true,264762045082,264762046559,264762046737,264762060383,61.542,7.417,568.583,576.000,637.542
1697,update,true,264762235220,264762236680,264762236860,264762249471,60.833,7.500,525.458,532.958,593.792
1698,update,true,264762421307,264762422257,264762422408,264762433694,39.583,6.292,470.250,476.542,516.125
1699,update,true,264762667388,264762668507,264762668654,264762678369,46.625,6.125,404.792,410.917,457.542
1700,update,true,264762848279,264762849077,264762849183,264762857341,33.250,4.417,339.917,344.333,377.583
1701,update,true,264763034931,264763035527,264763035622,264763041945,24.833,3.958,263.458,267.417,292.250
1702,update,true,264763244727,264763245252,264763245320,264763251172,21.875,2.833,243.833,246.667,268.542
1703,update,true,264763424701,264763425629,264763425757,264763433376,38.667,5.333,317.458,322.792,361.458
1704,update,true,264763566133,264763566745,264763566839,264763572744,25.500,3.917,246.042,249.958,275.458
1705,update,true,264763748153,264763749051,264763749166,264763757034,37.417,4.792,327.833,332.625,370.042
1706,update,true,264763939524,264763940319,264763940439,264763948149,33.125,5.000,321.250,326.250,359.375
1707,update,true,264764143230,264764144572,264764144739,264764155122,55.917,6.958,432.625,439.583,495.500
1708,update,true,264764323904,264764324826,264764324981,264764333465,38.417,6.458,353.500,359.958,398.375
1709,update,true,264764520192,264764521852,264764522062,264764532799,69.167,8.750,447.375,456.125,525.292
1710,update,true,264764708355,264764709679,264764709841,264764722392,55.167,6.750,522.958,529.708,584.875
1711,update,true,264764897277,264764898237,264764898404,264764907389,40.000,6.958,374.375,381.333,421.333
1712,update,true,264765092125,264765093122,264765093250,264765102485,41.542,5.333,384.792,390.125,431.667
1713,update,true,264765278605,264765279401,264765279539,264765289316,33.167,5.750,407.375,413.125,446.292
1714,update,true,264765467703,264765468612,264765468754,264765479003,37.875,5.917,427.042,432.958,470.833
1715,update,true,264765674097,264765676093,264765676350,264765697216,83.167,10.708,869.417,880.125,963.292
1716,update,true,264765859972,264765861537,264765861768,264765878656,65.208,9.625,703.667,713.292,778.500
1717,update,true,264766045563,264766047440,264766047706,264766064380,78.208,11.083,694.750,705.833,784.042
1718,update,true,264766271945,264766273512,264766273757,264766288058,65.292,10.208,595.875,606.083,671.375
1719,update,true,264766470491,264766471712,264766471920,264766487956,50.875,8.667,668.167,676.833,727.708
1720,update,true,264766653079,264766654613,264766654835,264766668155,63.917,9.250,555.000,564.250,628.167
1721,update,true,264766865116,264766866358,264766866529,264766881275,51.750,7.125,614.417,621.542,673.292
1722,update,true,264767041375,264767043164,264767043368,264767058065,74.542,8.500,612.375,620.875,695.417
1723,update,true,264767230371,264767231965,264767232193,264767246266,66.417,9.500,586.375,595.875,662.292
1724,update,true,264767369611,264767370733,264767370880,264767383369,46.750,6.125,520.375,526.500,573.250
1725,update,true,264767556677,264767557726,264767557882,264767568062,43.708,6.500,424.167,430.667,474.375
1726,update,true,264767747757,264767748612,264767748746,264767757317,35.625,5.583,357.125,362.708,398.333
1727,update,true,264767942981,264767943931,264767944063,264767953347,39.583,5.500,386.833,392.333,431.917
1728,update,true,264768135557,264768136889,264768137080,264768150778,55.500,7.958,570.750,578.708,634.208
1729,update,true,264768329365,264768330704,264768330921,264768344010,55.792,9.042,545.375,554.417,610.208
1730,update,true,264768508699,264768509524,264768509639,264768518869,34.375,4.792,384.583,389.375,423.750
1731,update,true,264768694769,264768695528,264768695657,264768703727,31.625,5.375,336.250,341.625,373.250
1732,update,true,264768882955,264768883718,264768883840,264768893214,31.792,5.083,390.583,395.667,427.458
1733,update,true,264769081600,264769082364,264769082481,264769091750,31.833,4.875,386.208,391.083,422.917
1734,update,true,264769263328,264769264197,264769264330,264769272573,36.208,5.542,343.458,349.000,385.208
1735,update,true,264775688952,264775692675,264775693105,264775725249,155.125,17.917,1339.333,1357.250,1512.375
1736,update,true,264775843083,264775844788,264775844996,264775873858,71.042,8.667,1202.583,1211.250,1282.292
1737,update,true,264776119436,264776121195,264776121454,264776137327,73.292,10.792,661.375,672.167,745.458
1738,update,true,264776267443,264776268238,264776268377,264776278063,33.125,5.792,403.583,409.375,442.500
1739,update,true,264776453243,264776454458,264776454620,264776465066,50.625,6.750,435.250,442.000,492.625
1740,update,true,264776654520,264776656007,264776656186,264776670606,61.958,7.458,600.833,608.292,670.250
1741,update,true,264776853908,264776855032,264776855170,264776867783,46.833,5.750,525.542,531.292,578.125
1742,update,true,264777242564,264777244284,264777244485,264777261198,71.667,8.375,696.375,704.750,776.417
1743,update,true,264777268268,264777268808,264777268889,264777285429,22.500,3.375,689.167,692.542,715.042
1744,update,true,264777364841,264777365932,264777366072,264777379111,45.458,5.833,543.292,549.125,594.583
1745,update,true,264777537911,264777538663,264777538765,264777548426,31.333,4.250,402.542,406.792,438.125
1746,update,true,264777725110,264777725997,264777726114,264777736139,36.958,4.875,417.708,422.583,459.542
1747,update,true,264777919836,264777920754,264777920887,264777931225,38.250,5.542,430.750,436.292,474.542
1748,update,true,264778109089,264778110036,264778110150,264778119825,39.458,4.750,403.125,407.875,447.333
1749,update,true,264778303970,264778304841,264778305304,264778314789,36.292,19.292,395.208,414.500,450.792
1750,update,true,264778488961,264778489677,264778489776,264778498359,29.833,4.125,357.625,361.750,391.583
1751,update,true,264778681220,264778681705,264778681793,264778687922,20.208,3.667,255.375,259.042,279.250
1752,update,true,264778883821,264778884584,264778884694,264778894319,31.792,4.583,401.042,405.625,437.417
1753,update,true,264779067788,264779068400,264779068490,264779075798,25.500,3.750,304.500,308.250,333.750
1754,update,true,264779255590,264779256385,264779256496,264779265262,33.125,4.625,365.250,369.875,403.000
1755,update,true,264779446277,264779447131,264779447238,264779456958,35.583,4.458,405.000,409.458,445.042
1756,update,true,264779645056,264779645884,264779646004,264779656895,34.500,5.000,453.792,458.792,493.292
1757,update,true,264779855080,264779855871,264779855996,264779866276,32.958,5.208,428.333,433.542,466.500
1758,update,true,264780056754,264780057520,264780057613,264780065494,31.917,3.875,328.375,332.250,364.167
1759,update,true,264780252503,264780253423,264780253569,264780263636,38.333,6.083,419.458,425.542,463.875
1760,update,true,264780463983,264780464949,264780465049,264780473955,40.250,4.167,371.083,375.250,415.500
1761,update,true,264780641237,264780642292,264780642404,264780652568,43.958,4.667,423.500,428.167,472.125
1762,update,true,264780826994,264780827794,264780827889,264780837577,33.333,3.958,403.667,407.625,440.958
1763,update,true,264780965123,264780966065,264780966187,264780974551,39.250,5.083,348.500,353.583,392.833
1764,update,true,264781165850,264781166671,264781166787,264781174755,34.208,4.833,332.000,336.833,371.042
1765,update,true,264781349091,264781349809,264781349905,264781359457,29.917,4.000,398.000,402.000,431.917
1766,update,true,264781546406,264781547655,264781547830,264781559472,52.042,7.292,485.083,492.375,544.417
1767,update,true,264781739810,264781741587,264781741860,264781753953,74.042,11.375,503.875,515.250,589.292
1768,update,true,264781932628,264781934085,264781934240,264781947360,60.708,6.458,546.667,553.125,613.833
1769,update,true,264782112300,264782113234,264782113370,264782123535,38.917,5.667,423.542,429.208,468.125
1770,update,true,264782308685,264782309543,264782309671,264782318808,35.750,5.333,380.708,386.042,421.792
1771,update,true,264782498868,264782500226,264782500424,264782514078,56.583,8.250,568.917,577.167,633.750
1772,update,true,264782696057,264782697203,264782697379,264782709560,47.750,7.333,507.542,514.875,562.625
1773,update,true,264782874559,264782875345,264782875465,264782885227,32.750,5.000,406.750,411.750,444.500
1774,update,true,264783062152,264783062879,264783062987,264783070717,30.292,4.500,322.083,326.583,356.875
1775,update,true,264783253503,264783254687,264783254791,264783263923,49.333,4.333,380.500,384.833,434.167
1776,update,true,264783460166,264783461171,264783461307,264783470594,41.875,5.667,386.958,392.625,434.500
1777,update,true,264783655679,264783656449,264783656576,264783665195,32.083,5.292,359.125,364.417,396.500
1778,update,true,264783853637,264783854433,264783854539,264783863046,33.167,4.417,354.458,358.875,392.042
1779,update,true,264784251067,264784252296,264784252451,264784263578,51.208,6.458,463.625,470.083,521.292
1780,update,true,264784447764,264784448663,264784448768,264784456980,37.458,4.375,342.167,346.542,384.000
1781,update,true,264784636766,264784637567,264784637669,264784645769,33.375,4.250,337.500,341.750,375.125
1782,update,true,264784767020,264784767781,264784767878,264784776346,31.708,4.042,352.833,356.875,388.583
1783,update,true,264784965915,264784966765,264784966881,264784974976,35.417,4.833,337.292,342.125,377.542
1784,update,true,264785155867,264785156508,264785156604,264785164523,26.708,4.000,329.958,333.958,360.667
1785,update,true,264785352977,264785353854,264785353969,264785361784,36.542,4.792,325.625,330.417,366.958
1786,update,true,264785543178,264785544546,264785544694,264785555335,57.000,6.167,443.375,449.542,506.542
1787,update,true,264785741500,264785743196,264785743370,264785755052,70.667,7.250,486.750,494.000,564.667
1788,update,true,264785903775,264785904330,264785904405,264785910052,23.125,3.125,235.292,238.417,261.542
1789,update,true,264786095549,264786096016,264786096088,264786101173,19.458,3.000,211.875,214.875,234.333
1790,update,true,264786289914,264786290401,264786290476,264786295940,20.292,3.125,227.667,230.792,251.083
1791,update,true,264786484560,264786485078,264786485158,264786491278,21.583,3.333,255.000,258.333,279.917
1792,update,true,264786671614,264786672114,264786672192,264786679519,20.833,3.250,305.292,308.542,329.375
1793,update,true,264786860906,264786861424,264786861508,264786868038,21.583,3.500,272.083,275.583,297.167
1794,update,true,264787066590,264787067205,264787067298,264787075396,25.625,3.875,337.417,341.292,366.917
1795,update,true,264787241245,264787241780,264787241859,264787247644,22.292,3.292,241.042,244.333,266.625
1796,update,true,264787439381,264787439890,264787439976,264787445753,21.208,3.583,240.708,244.292,265.500
1797,update,true,264787662810,264787663358,264787663439,264787671077,22.833,3.375,318.250,321.625,344.458
1798,update,true,264787859181,264787859888,264787859972,264787867037,29.458,3.500,294.375,297.875,327.333
1799,update,true,264788068539,264788069199,264788069280,264788077899,27.500,3.375,359.125,362.500,390.000
1800,update,true,264788298747,264788299572,264788299693,264788307379,34.375,5.042,320.250,325.292,359.667
1801,update,true,264788469245,264788471036,264788471166,264788482711,74.625,5.417,481.042,486.458,561.083
1802,update,true,264788619751,264788621136,264788621291,264788633339,57.708,6.458,502.000,508.458,566.167
1803,update,true,264788758017,264788758863,264788758965,264788767854,35.250,4.250,370.375,374.625,409.875
1804,update,true,264788956219,264788957239,264788957391,264788968215,42.500,6.333,451.000,457.333,499.833
1805,update,true,264789150324,264789151188,264789151316,264789159497,36.000,5.333,340.875,346.208,382.208
1806,update,true,264789352616,264789353580,264789353716,264789365459,40.167,5.667,489.292,494.958,535.125
1807,update,true,264789518036,264789518865,264789518978,264789527092,34.542,4.708,338.083,342.792,377.333
1808,update,true,264789710731,264789711557,264789711665,264789721212,34.417,4.500,397.792,402.292,436.708
1809,update,true,264789898736,264789899581,264789899695,264789908534,35.208,4.750,368.292,373.042,408.250
1810,update,true,264790088012,264790088832,264790088947,264790098688,34.167,4.792,405.875,410.667,444.833
1811,update,true,264790281824,264790282606,264790282719,264790294081,32.583,4.708,473.417,478.125,510.708
1812,update,true,264790482879,264790483612,264790483750,264790494934,30.542,5.750,466.000,471.750,502.292
1813,update,true,264790671947,264790673105,264790673271,264790686986,48.250,6.917,571.458,578.375,626.625
1814,update,true,264790862726,264790864488,264790864673,264790880120,73.417,7.708,643.625,651.333,724.750
1815,update,true,264791054320,264791056119,264791056308,264791068441,74.958,7.875,505.542,513.417,588.375
1816,update,true,264791241265,264791242913,264791243112,264791257187,68.667,8.292,586.458,594.750,663.417
1817,update,true,264791478035,264791479447,264791479619,264791493995,58.833,7.167,599.000,606.167,665.000
1818,update,true,264791637178,264791638317,264791638492,264791653287,47.458,7.292,616.458,623.750,671.208
1819,update,true,264791844341,264791846790,264791847021,264791864811,102.042,9.625,741.250,750.875,852.917
1820,update,true,264792028814,264792031139,264792031403,264792048385,96.875,11.000,707.583,718.583,815.458
1821,update,true,264792249103,264792250059,264792250160,264792260091,39.833,4.208,413.792,418.000,457.833
1822,update,true,264792443182,264792444232,264792444359,264792456418,43.750,5.292,502.458,507.750,551.500
1823,update,true,264792559416,264792560363,264792560499,264792569165,39.458,5.667,361.083,366.750,406.208
1824,update,true,264792762662,264792764215,264792764411,264792777473,64.708,8.167,544.250,552.417,617.125
1825,update,true,264792958945,264792960092,264792960263,264792970777,47.792,7.125,438.083,445.208,493.000
1826,update,true,264793150076,264793150906,264793151053,264793159601,34.583,6.125,356.167,362.292,396.875
1827,update,true,264793341824,264793343289,264793343470,264793355118,61.042,7.542,485.333,492.875,553.917
1828,update,true,264793540222,264793541743,264793541935,264793556582,63.375,8.000,610.292,618.292,681.667
1829,update,true,264793718043,264793719059,264793719222,264793726557,42.333,6.792,305.625,312.417,354.750
1830,update,true,264793905735,264793906527,264793906624,264793915516,33.000,4.042,370.500,374.542,407.542
1831,update,true,264794098621,264794099419,264794099531,264794110108,33.250,4.667,440.708,445.375,478.625
1832,update,true,264794286378,264794286844,264794286925,264794297284,19.417,3.375,431.625,435.000,454.417
1833,update,true,264794484366,264794485165,264794485311,264794498383,33.292,6.083,544.667,550.750,584.042
1834,update,true,264794666703,264794667514,264794667649,264794676059,33.792,5.625,350.417,356.042,389.833
1835,update,true,264794870721,264794871408,264794871504,264794879298,28.625,4.000,324.750,328.750,357.375
1836,update,true,264795067087,264795068400,264795068601,264795082244,54.708,8.375,568.458,576.833,631.542
1837,update,true,264795260079,264795260934,264795261045,264795270095,35.625,4.625,377.083,381.708,417.333
1838,update,true,264795472939,264795474070,264795474218,264795487926,47.125,6.167,571.167,577.333,624.458
1839,update,true,264795660935,264795661579,264795661684,264795669544,26.833,4.375,327.500,331.875,358.708
1840,update,true,264795862631,264795863627,264795863781,264795874468,41.500,6.417,445.292,451.708,493.208
1841,update,true,264796069568,264796087553,264796087719,264796100071,749.375,6.917,514.667,521.583,1270.958
1842,update,true,264796231873,264796232262,264796232337,264796237029,16.208,3.125,195.500,198.625,214.833
1843,update,true,264796366297,264796366977,264796367080,264796374791,28.333,4.292,321.292,325.583,353.917
1844,update,true,264796752601,264796755137,264796755382,264796776716,105.667,10.208,888.917,899.125,1004.792
1845,update,true,264796776962,264796778487,264796778564,264796808298,63.542,3.208,1238.917,1242.125,1305.667
1846,update,true,264796937717,264796938484,264796938572,264796947688,31.958,3.667,379.833,383.500,415.458
1847,update,true,264797120586,264797121099,264797121165,264797128810,21.375,2.750,318.542,321.292,342.667
1848,update,true,264797318890,264797319331,264797319399,264797326292,18.375,2.833,287.208,290.042,308.417
1849,update,true,264797502910,264797503356,264797503425,264797510461,18.583,2.875,293.167,296.042,314.625
1850,update,true,264797691004,264797691423,264797691493,264797698841,17.458,2.917,306.167,309.083,326.542
1851,update,true,264797890366,264797890791,264797890864,264797895817,17.708,3.042,206.375,209.417,227.125
1852,update,true,264798083511,264798083940,264798084556,264798091742,17.875,25.667,299.417,325.083,342.958
1853,update,true,264798268617,264798269061,264798269144,264798274840,18.500,3.458,237.333,240.792,259.292
1854,update,true,264798458200,264798458689,264798458765,264798465726,20.375,3.167,290.042,293.208,313.583
1855,update,true,264798647354,264798647885,264798647971,264798656050,22.125,3.583,336.625,340.208,362.333
1856,update,true,264798854925,264798855578,264798855670,264798863982,27.208,3.833,346.333,350.167,377.375
1857,update,true,264799064521,264799065133,264799065225,264799074007,25.500,3.833,365.917,369.750,395.250
1858,update,true,264799242083,264799242739,264799242826,264799251544,27.333,3.625,363.250,366.875,394.208
1859,update,true,264799462522,264799463060,264799463154,264799472471,22.417,3.917,388.208,392.125,414.542
1860,update,true,264799651245,264799651783,264799651863,264799660919,22.417,3.333,377.333,380.667,403.083
1861,update,true,264799862533,264799863157,264799863241,264799872913,26.000,3.500,403.000,406.500,432.500
1862,update,true,264800045443,264800046044,264800046124,264800054816,25.042,3.333,362.167,365.500,390.542
1863,update,true,264800230924,264800231710,264800231816,264800243945,32.750,4.417,505.375,509.792,542.542
1864,update,true,264800361271,264800362280,264800362397,264800373557,42.042,4.875,465.000,469.875,511.917
1865,update,true,264800558726,264800559520,264800559644,264800570101,33.083,5.167,435.708,440.875,473.958
1866,update,true,264800752239,264800752995,264800753112,264800763662,31.500,4.875,439.583,444.458,475.958
1867,update,true,264800945328,264800946454,264800946617,264800958437,46.917,6.792,492.500,499.292,546.208
1868,update,true,264801135903,264801137008,264801137137,264801151767,46.042,5.375,609.583,614.958,661.000
1869,update,true,264801331181,264801332262,264801332414,264801347914,45.042,6.333,645.833,652.167,697.208
1870,update,true,264801513736,264801515006,264801515165,264801528231,52.917,6.625,544.417,551.042,603.958
1871,update,true,264801706347,264801708971,264801709172,264801724973,109.333,8.375,658.375,666.750,776.083
1872,update,true,264801897256,264801899328,264801899475,264801911012,86.333,6.125,480.708,486.833,573.167
1873,update,true,264802093148,264802094186,264802094348,264802109981,43.250,6.750,651.375,658.125,701.375
1874,update,true,264802283008,264802283674,264802283788,264802293942,27.750,4.750,423.083,427.833,455.583
1875,update,true,264802461230,264802461828,264802461914,264802470757,24.917,3.583,368.458,372.042,396.958
1876,update,true,264802682235,264802683114,264802683274,264802694202,36.625,6.667,455.333,462.000,498.625
1877,update,true,264802871264,264802871847,264802871957,264802878433,24.292,4.583,269.833,274.417,298.708
1878,update,true,264803060803,264803061504,264803061624,264803087815,29.208,5.000,1091.292,1096.292,1125.500
1879,update,true,264803261846,264803262420,264803262497,264803273090,23.917,3.208,441.375,444.583,468.500
